Rk,Player,Pos,Age,Tm,G?,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
260,Isaiah Joe,SG,22,PHI,54,581,7.9,0.526,0.762,0.173,1.2,8.7,5,8,1,0.5,8.1,15.2,,0.1,0.4,0.5,0.041,,-2.9,-1.5,-4.3,-0.3
261,Naji Marshall,SF,24,NOP,54,703,12,0.501,0.398,0.354,5.4,16.4,10.8,11.6,2.3,1.1,12.8,20.6,,0,0.8,0.7,0.049,,-2.9,-0.3,-3.2,-0.2
262,Jalen McDaniels,SF,24,CHO,54,875,12.3,0.587,0.431,0.293,4.2,15.9,9.9,8.6,1.4,2.3,11.2,15.2,,0.9,0.7,1.6,0.088,,-2.2,-0.4,-2.6,-0.1
263,Shake Milton,PG,25,PHI,54,1146,11.1,0.507,0.338,0.171,2.8,10.5,6.7,17.5,1.1,1.3,9.6,18,,0.5,0.9,1.4,0.058,,-2,-0.6,-2.6,-0.2
264,Marcus Morris,PF,32,LAC,54,1564,13.7,0.549,0.398,0.214,1.8,14.1,8.1,11.4,0.9,1,8.4,23.2,,0.9,1.5,2.4,0.073,,-0.3,-1.1,-1.4,0.2
265,Tomáš Satoranský,SG,30,TOT,54,886,9.8,0.456,0.277,0.287,3.1,11.9,7.5,26.2,1.6,0.5,17.5,12.6,,0.3,0.6,0.9,0.05,,-3.5,-0.3,-3.8,-0.4
266,Jose Alvarado,PG,23,NOP,53,812,16.5,0.522,0.383,0.181,3.1,9.9,6.4,27.6,4.3,0.8,11.4,18.2,,1,1.1,2.1,0.126,,-0.4,2.5,2.1,0.8
267,Armoni Brooks,SG-PG,23,TOT,53,826,8.7,0.484,0.86,0.074,2.6,10.9,6.7,10.6,1.6,1.2,8.1,16.4,,-0.1,0.4,0.3,0.017,,-2.4,-1.2,-3.7,-0.4
268,Jock Landale,C,26,SAS,53,584,16.1,0.595,0.438,0.202,11.2,13.5,12.4,10.6,0.8,2,12.3,18.2,,1,0.5,1.5,0.122,,0.7,-1.1,-0.4,0.2
269,De'Andre Hunter,SF,24,ATL,52,1545,10.5,0.543,0.34,0.286,1.9,10.4,6.2,6.3,1.1,1.2,9.6,19.8,,0.4,0.6,1,0.031,,-2.5,-1.4,-4,-0.8
270,Frank Jackson,PG,23,DET,52,1142,10.7,0.53,0.58,0.215,1.7,6.7,4.1,7.7,1.2,0.7,6.7,20.9,,0.4,0.4,0.8,0.033,,-1.7,-1.6,-3.3,-0.4
271,Tony Snell,SG,30,TOT,52,797,6.2,0.54,0.744,0.024,2.1,12.3,7.1,4.5,0.9,1.1,10.3,10,,0.1,0.2,0.3,0.02,,-3.4,-0.9,-4.3,-0.5
272,Xavier Tillman Sr.,PF,23,MEM,52,665,15.9,0.522,0.223,0.34,9.7,15.1,12.4,11.9,3.5,2,12.2,16.6,,0.7,1.2,1.8,0.133,,-0.6,2.2,1.5,0.6
273,Luguentz Dort,SF,22,OKC,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,,0.3,1.2,1.4,0.041,,-1.5,-0.7,-2.2,-0.1
274,Taj Gibson,C,36,NYK,51,929,12.1,0.614,0.228,0.321,9.8,16.5,13.1,5,1.1,4,12.3,9.9,,1.5,1.2,2.7,0.137,,-2.8,0.9,-2,0
275,Rodney Hood,SF-SG,29,TOT,51,689,7,0.483,0.577,0.109,2.4,8.9,5.7,6.7,1.1,0.8,6.3,10.9,,0.1,0.5,0.6,0.042,,-3.2,-0.3,-3.5,-0.2
276,Timothé Luwawu-Cabarrot,SF,26,ATL,51,677,9.5,0.559,0.654,0.222,2.6,10.3,6.5,7.8,1.3,0.8,8.6,14.3,,0.6,0.3,0.9,0.064,,-2.3,-1,-3.2,-0.2
277,Théo Maledon,PG,20,OKC,51,908,10.6,0.5,0.473,0.315,2.2,12.7,7.4,18.5,1.7,1.1,15.3,20.3,,-0.5,0.8,0.3,0.017,,-3.7,-0.7,-4.4,-0.5
278,Doug McDermott,PF,30,SAS,51,1223,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,,1.1,0.5,1.6,0.063,,-0.4,-2.1,-2.5,-0.1
279,Moses Moody,SG,19,GSW,51,588,10.5,0.569,0.606,0.2,3.2,11.2,7.3,5,0.6,1.6,6.2,15.5,,0.5,0.7,1.2,0.099,,-1.5,-1.2,-2.6,-0.1
280,Aaron Nesmith,SF,22,BOS,51,558,7.5,0.506,0.624,0.135,3,13.5,8.3,5.6,1.8,0.8,13.7,17.3,,-0.4,0.8,0.4,0.038,,-4.8,0.7,-4.1,-0.3
281,Kristaps Porzi??is,PF,26,TOT,51,1481,23.8,0.577,0.329,0.373,7.7,23,15.4,13.8,1.3,5,8.3,29.5,,3.2,2.4,5.6,0.181,,3.3,0.6,3.9,2.2
282,Jalen Smith,PF,21,TOT,51,925,18.5,0.595,0.349,0.291,12,24.4,18.2,3.9,0.8,3.9,9.6,20.3,,1.7,1.1,2.8,0.146,,0.9,-1.4,-0.5,0.3
283,Dean Wade,PF,25,CLE,51,980,10.2,0.584,0.654,0.138,3.6,13.2,8.5,7.4,1.5,0.6,6.5,11.1,,1.1,1.1,2.3,0.111,,-1.9,1.3,-0.6,0.3
284,Thaddeus Young,PF,33,TOT,51,825,17,0.545,0.175,0.182,10,16.8,13.3,17.4,3.1,1.9,14.9,17.6,,0.9,1.2,2.1,0.124,,0.1,1.9,2,0.8
285,Goga Bitadze,C,22,IND,50,729,18,0.595,0.317,0.373,11.9,15.2,13.5,11.2,1.4,5,13.6,19.9,,1.3,0.6,1.9,0.123,,-0.2,-0.6,-0.8,0.2
286,Brandon Boston Jr.,SG,20,LAC,50,722,10.9,0.478,0.352,0.219,2.4,12.6,7.6,9.6,1.7,1.4,8.1,22.5,,-0.5,0.8,0.3,0.019,,-3,-0.5,-3.5,-0.3
287,Josh Jackson,SF,24,TOT,50,812,9.5,0.489,0.435,0.243,2.7,16.3,9.2,10.2,1.6,2.4,12.2,19.5,,-0.7,0.7,0,0.002,,-3.9,-0.3,-4.3,-0.5
288,Derrick Jones Jr.,PF,24,CHI,50,871,12.8,0.625,0.311,0.347,7.4,13.9,10.7,4.3,1.3,3.2,11,12.5,,1.3,0.8,2.1,0.116,,-1.6,0.5,-1.1,0.2
289,Rodney McGruder,SG,30,DET,50,729,12,0.586,0.656,0.11,4.4,11.7,7.9,9.8,1.4,0.7,9.1,14.8,,0.8,0.4,1.2,0.081,,-0.4,-0.7,-1.1,0.2
290,Nick Richards,C,24,CHO,50,367,15.9,0.689,0,0.478,9.7,15.3,12.4,4.9,1.2,5.4,18.1,15.4,,0.6,0.3,1,0.125,,-2.6,-0.2,-2.8,-0.1
291,Aaron Wiggins,SG,23,OKC,50,1209,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,,0.5,0.8,1.3,0.05,,-3.4,-0.8,-4.3,-0.7
292,Sterling Brown,SG,26,DAL,49,628,8.5,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1,12.5,13.2,,-0.1,0.9,0.8,0.062,,-3.4,0.4,-2.9,-0.2
293,Gordon Hayward,SF,31,CHO,49,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.2,1.4,1.3,10.6,20.8,,1.9,0.9,2.8,0.087,,0.1,-0.8,-0.7,0.5
294,Willy Hernangómez,C,27,NOP,49,819,22.5,0.59,0.038,0.44,18.6,26.1,22.2,11.8,1.2,2.2,11.7,22.4,,2.3,0.9,3.2,0.187,,2,-1.5,0.5,0.5
295,Wesley Matthews,SG,35,MIL,49,1002,7,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,,0.6,0.6,1.2,0.057,,-3,-0.3,-3.3,-0.3
296,Elfrid Payton,PG,27,PHO,49,537,7.9,0.396,0.104,0.185,4.3,12.8,8.7,23,2.2,1,19.4,18.6,,-1,0.8,-0.1,-0.013,,-4.5,1.2,-3.3,-0.2
297,Joshua Primo,SG,19,SAS,49,946,7.1,0.483,0.511,0.22,3.5,8.8,6.1,10.7,1,1.9,16.2,15.7,,-0.7,0.6,0,-0.001,,-3.9,-1.1,-5,-0.7
298,Cam Reddish,SF,22,TOT,49,1012,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7,2.3,1.4,11.1,22.2,,0.2,0.8,1,0.046,,-1,-0.3,-1.4,0.2
299,Jeremiah Robinson-Earl,C,21,OKC,49,1087,11.7,0.526,0.509,0.167,7,19.1,13,6.7,1.3,1.3,10.1,15.4,,0.5,1.1,1.5,0.067,,-1.8,-0.3,-2.2,0
300,Kenrich Williams,SF,27,OKC,49,1072,13.3,0.532,0.382,0.174,7.1,14.1,10.6,15.3,2,0.9,11.9,15.6,,0.8,1,1.9,0.083,,-1.3,1.1,-0.2,0.5
301,Dylan Windler,SF,25,CLE,49,440,9,0.525,0.716,0.189,5.1,16.3,10.8,9.8,1.6,0.6,13.5,12,,0.2,0.6,0.8,0.085,,-2.8,1.3,-1.5,0.1
302,Marvin Bagley III,PF,22,TOT,48,1146,15.8,0.551,0.217,0.226,9.7,22.7,16,5.2,0.9,1.4,7.4,19.8,,1.2,0.8,2,0.085,,-0.5,-1.8,-2.3,-0.1
303,Ty Jerome,SG,24,OKC,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,,0,0.6,0.6,0.034,,-2.2,-0.1,-2.3,-0.1
304,Romeo Langford,SG,22,TOT,48,771,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,,0.3,1,1.3,0.082,,-2.3,1,-1.4,0.1
305,Josh Okogie,SG,23,MIN,48,494,8.1,0.51,0.474,0.485,5.5,9.1,7.3,5.9,2.3,2.2,16.3,11.9,,0,0.5,0.5,0.048,,-4,0.9,-3.1,-0.1
306,Jalen Suggs,PG,20,ORL,48,1307,8.6,0.455,0.358,0.297,2.1,11.8,6.9,25,2.2,1.3,18.7,25.3,,-3,1.3,-1.6,-0.06,,-5.3,-0.3,-5.6,-1.2
307,Trendon Watford,SF,21,POR,48,869,15.8,0.59,0.142,0.352,7,18.6,12.6,14.6,1.4,3.2,12.5,17.6,,1.4,0.5,1.9,0.105,,-1.3,-0.4,-1.7,0.1
308,Justise Winslow,SF,25,TOT,48,774,13.1,0.479,0.257,0.257,7,21,14,16.1,2.2,2.9,14.6,18.9,,-0.3,1.1,0.8,0.048,,-2.7,0.9,-1.8,0
309,LaMarcus Aldridge,C,36,BRK,47,1050,19.7,0.604,0.1,0.223,7.7,18.7,13.4,6.4,0.6,4,8,22.4,,2.1,1,3.1,0.141,,1.4,-0.6,0.7,0.7
310,Thanasis Antetokounmpo,SF,29,MIL,47,433,12.1,0.555,0.096,0.316,10,13.4,11.8,6.3,1.8,2.5,13.9,14.9,,0.4,0.5,0.9,0.095,,-3.7,0.3,-3.4,-0.2
311,OG Anunoby,SF,24,TOR,47,1703,14.9,0.551,0.453,0.169,4.4,12.3,8.1,10.8,2.1,1.4,9.4,20.5,,1.9,1.9,3.8,0.106,,0.5,0.1,0.6,1.1
312,Greg Brown III,SF,20,POR,47,615,11.8,0.527,0.308,0.357,6.6,17.6,11.9,8.2,2.1,3.5,13.5,17.1,,0.1,0.5,0.6,0.044,,-3.5,-0.6,-4.1,-0.3
313,DeMarcus Cousins,C,31,TOT,47,694,17.6,0.559,0.375,0.375,11.4,29.3,20.6,14.6,2.4,2.5,18.2,28.3,,0.1,1.2,1.4,0.094,,-2.2,0.2,-2,0
314,Kessler Edwards,SF,21,BRK,47,948,8.4,0.512,0.519,0.065,5,13.9,9.6,4.3,1.5,2.1,13,14,,-0.2,0.8,0.6,0.031,,-3.1,-0.8,-3.8,-0.4
315,Jerami Grant,PF,27,DET,47,1500,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,3,9.5,25.7,,1.2,1.1,2.3,0.075,,1.4,-0.2,1.2,1.2
316,Maurice Harkless,SF,28,SAC,47,863,7.7,0.561,0.558,0.155,1.5,12.8,7.1,3.6,1.6,2.4,13.8,11.2,,-0.1,0.6,0.5,0.026,,-3.7,0.4,-3.3,-0.3
317,Stanley Johnson,PF,25,LAL,47,1048,10.6,0.559,0.417,0.289,3.5,11.6,7.5,9.8,2,1.2,10.8,12.5,,0.9,0.9,1.7,0.079,,-2.8,0.2,-2.6,-0.2
318,DeAndre Jordan,C,33,TOT,47,599,17.1,0.644,0,0.277,14.7,31.2,23,4.8,1,5.1,19.4,13.9,,0.9,0.9,1.8,0.144,,-1.6,0.2,-1.4,0.1
319,Onyeka Okongwu,C,21,ATL,47,969,20,0.712,0,0.486,12.9,18,15.5,7.6,1.6,5.4,13.8,14.1,,3,1.1,4.1,0.202,,0.1,0.7,0.8,0.7
320,Davon Reed,SG,26,DEN,47,638,12.2,0.624,0.55,0.079,2.5,15.4,9.2,10.3,1.8,1.3,7.7,11.7,,1,0.7,1.6,0.124,,-0.5,0.5,0,0.3
321,Duane Washington Jr.,PG,21,IND,47,949,9.8,0.514,0.502,0.147,0.5,9.4,4.9,13.2,1.3,0.3,11.4,22.6,,-0.3,0.2,-0.2,-0.008,,-2.2,-2.9,-5.1,-0.7
322,Nic Claxton,C,22,BRK,46,951,18.4,0.664,0,0.353,10.4,18.9,14.8,6,1.2,4.8,11,15.2,,2.1,1.1,3.3,0.166,,0.1,0.1,0.2,0.5
323,Quentin Grimes,SG,21,NYK,46,786,10.8,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2,1.4,10.3,15.1,,0.6,0.8,1.4,0.086,,-1.2,0.8,-0.3,0.3
324,Daniel Theis,C,29,TOT,46,951,12.9,0.593,0.375,0.251,6.2,18.8,12.6,6,1,2.9,12.8,16.3,,0.8,0.9,1.7,0.088,,-2.1,-0.1,-2.3,-0.1
325,Draymond Green,PF,31,GSW,45,1304,14.2,0.576,0.208,0.349,3.9,23.5,13.9,32.6,2.2,3.7,31.8,14.4,,0.7,2.8,3.5,0.129,,-1.5,4.7,3.2,1.7
326,Richaun Holmes,C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,23,16.1,6.8,0.8,3.3,14.2,15.8,,2.4,0.9,3.2,0.144,,-0.4,-0.1,-0.5,0.4
327,Joe Ingles,SF,34,UTA,45,1122,10,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,,1.3,0.9,2.1,0.092,,-0.7,0.4,-0.3,0.5
328,Larry Nance Jr.,PF,29,TOT,45,1019,14.5,0.592,0.283,0.238,7.4,19.4,13.2,11.6,2,1.9,12,12.8,,1.5,0.8,2.3,0.107,,-0.3,0.4,0.1,0.5
329,David Nwaba,SF,29,HOU,45,596,15.3,0.568,0.276,0.385,7.3,20.2,13.7,8.4,2.2,2.9,9.4,16,,0.8,0.5,1.3,0.105,,-0.6,0,-0.7,0.2
330,Norman Powell,SF-SG,28,TOT,45,1458,16.3,0.603,0.418,0.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,,2.5,0.4,2.8,0.094,,1.2,-1.5,-0.3,0.6
331,Lance Stephenson,SG-SF,31,TOT,45,797,13.6,0.538,0.283,0.235,1.7,16.1,8.8,30,1.4,0.4,17,22.5,,0.4,0.4,0.8,0.048,,-1.5,-1.6,-3.1,-0.2
332,Gorgui Dieng,C,32,ATL,44,371,17.4,0.624,0.607,0.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,,0.8,0.4,1.2,0.155,,1.4,0.7,2.1,0.4
333,Isaiah Roby,PF,23,OKC,44,930,18.2,0.611,0.305,0.37,8.1,15.7,11.8,12.1,1.8,3.4,10.5,18.6,,1.8,1.1,2.9,0.151,,0.2,0.2,0.5,0.6
334,Ish Wainright,PF,27,PHO,44,327,8.8,0.488,0.567,0.133,8.4,8.3,8.4,5.7,2.4,1.6,12,14.3,,0,0.5,0.5,0.072,,-3.1,0.9,-2.2,0
335,Malachi Flynn,PG,23,TOR,43,509,11.9,0.498,0.497,0.142,1.8,11.3,6.3,18.4,1.8,0.8,6.3,16.1,,0.6,0.5,1,0.098,,-1.7,0.3,-1.4,0.1
336,Anthony Gill,PF,29,WAS,43,444,14.7,0.707,0.242,0.505,7.4,11.8,9.6,8,0.6,2.1,12.3,13.8,,1.1,0.2,1.3,0.145,,-0.7,-1.2,-1.8,0
337,Mike Muscala,C,30,OKC,43,592,19.7,0.63,0.657,0.23,3.6,19,11.2,6.2,1.5,4.1,4.9,20.9,,1.4,0.7,2.1,0.171,,3.8,1.2,5,1.1
338,Wayne Ellington,SG,34,LAL,42,780,9.5,0.582,0.894,0.04,1.4,8.9,5.2,5.2,1.4,0.5,7.6,13.8,,0.5,0.4,0.9,0.056,,-1,-0.5,-1.5,0.1
339,Tim Hardaway Jr.,SG,29,DAL,42,1245,12.8,0.52,0.574,0.194,1.2,12.8,7,11.4,1.5,0.4,5.6,22.1,,0.5,1.5,2,0.078,,-0.4,0.2,-0.2,0.6
340,Nassir Little,SF,21,POR,42,1088,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,,1.2,0.6,1.7,0.076,,-0.9,-0.6,-1.5,0.2
341,Myles Turner,C,25,IND,42,1235,17.4,0.615,0.466,0.267,5.8,21.2,13.4,5.2,1.1,8.3,10.9,17.1,,1.7,1.4,3.1,0.121,,0.1,1.4,1.4,1.1
342,Ignas Brazdeikis,SF,23,ORL,41,511,9.7,0.511,0.461,0.163,4.5,9.3,6.9,10.3,0.9,0.5,8.2,17.6,,0.1,0.3,0.3,0.031,,-2.9,-1.6,-4.6,-0.3
343,Trey Burke,PG,29,DAL,41,432,9.8,0.475,0.382,0.108,1,7.2,4.1,19.7,1.4,0,10.5,25.9,,-0.4,0.4,0,-0.002,,-3.8,-1.4,-5.2,-0.3
344,Jared Butler,SG,21,UTA,41,337,12,0.499,0.579,0.083,1.7,11.6,6.8,27.4,2.5,1.8,17.1,23.4,,-0.1,0.4,0.4,0.051,,-2.4,0.6,-1.9,0
345,Alex Caruso,SG,27,CHI,41,1147,11.8,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,,0.7,1.2,2,0.082,,-2.2,2.3,0.1,0.6
346,Donte DiVincenzo,SG,25,TOT,41,978,11.1,0.504,0.649,0.234,4.4,13.9,9.2,16.1,2.3,0.7,16.3,18.8,,-0.2,0.8,0.6,0.032,,-1.9,-0.4,-2.4,-0.1
347,Rui Hachimura,PF,23,WAS,41,911,14.7,0.582,0.329,0.177,2.9,15.9,9.5,7.9,1.2,0.8,7.8,20.7,,0.8,0.6,1.4,0.073,,0.2,-1.7,-1.5,0.1
348,Danuel House Jr.,SF,28,TOT,41,700,10.9,0.561,0.597,0.283,2.9,13.4,8.2,8.5,1.4,2.1,12.3,15.1,,0.5,0.6,1.1,0.073,,-1,0.2,-0.8,0.2
349,Bradley Beal,SG,28,WAS,40,1439,17.5,0.539,0.272,0.263,3,11.4,7.3,30.9,1.2,0.9,13.6,30.8,,0.7,0.7,1.4,0.046,,2,-1.2,0.8,1
350,Anthony Davis,C,28,LAL,40,1404,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,,2.6,2,4.6,0.156,,2.6,1.2,3.8,2
351,Sandro Mamukelashvili,PF,22,MIL,40,364,13.5,0.606,0.485,0.165,9.5,10.6,10.1,6.7,1.1,2.4,11.1,13.7,,0.6,0.3,0.9,0.123,,0.2,-0.8,-0.6,0.1
352,Miles McBride,PG,21,NYK,40,372,6.2,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,,-0.1,0.4,0.2,0.031,,-5.5,1,-4.5,-0.2
353,Zeke Nnaji,PF,21,DEN,40,671,14.2,0.649,0.429,0.35,9.5,14.5,12.1,3.1,1.2,1.8,9.7,14.8,,1.2,0.6,1.9,0.134,,-0.3,-1.3,-1.6,0.1
354,Kelly Olynyk,C,30,DET,40,764,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2,2.2,15.1,21.5,,0.9,0.8,1.7,0.104,,0.5,1,1.6,0.7
355,Jericho Sims,PF,23,NYK,40,516,11.8,0.669,0,0.58,11.8,20.6,16.1,5.5,0.9,4.2,21.3,6.8,,0.7,0.7,1.4,0.131,,-2.6,0.9,-1.7,0
356,Matt Thomas,SG,27,CHI,40,459,9.9,0.564,0.679,0.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,,0.3,0.2,0.6,0.058,,-1.2,-1.5,-2.7,-0.1
357,Kent Bazemore,SF,32,LAL,39,545,6,0.451,0.576,0.122,2.6,11,6.8,8.1,2.2,1.5,12.5,13.2,,-0.4,0.5,0.1,0.006,,-5.1,0.7,-4.3,-0.3
358,Moses Brown,C,22,TOT,39,335,18.3,0.605,0,0.699,12.7,31.1,22,0.5,1,4.3,12.9,20.6,,0.4,0.6,1.1,0.156,,-2.5,-0.9,-3.4,-0.1
359,Derrick Favors,C,30,OKC,39,653,13.6,0.534,0.088,0.137,9,20.1,14.5,5.9,1.3,1.7,4.5,13.4,,0.8,0.7,1.5,0.107,,-2.3,0.3,-2,0
360,Juancho Hernangómez,PF,26,TOT,39,414,10.4,0.518,0.674,0.326,6.7,17.1,12,5.7,1.6,2.1,12.5,12.7,,0.1,0.5,0.7,0.08,,-1.4,0.1,-1.4,0.1
361,Alex Len,C,28,SAC,39,620,13.1,0.577,0.119,0.358,9,19.4,14.1,10.6,1,3.5,17.4,17.1,,0.4,0.5,0.9,0.069,,-3.2,0.2,-3,-0.1
362,Rajon Rondo,PG,35,TOT,38,673,10.5,0.493,0.491,0.152,2.4,14.3,8.4,31.7,2.1,0.8,26.9,16.2,,-0.2,0.8,0.5,0.038,,-2.6,0.7,-1.9,0
363,Gary Clark,PF,27,NOP,37,350,9.9,0.509,0.823,0.101,5.6,21.3,13.3,5.7,1.7,1.9,9.8,11.2,,0.1,0.4,0.5,0.073,,-0.9,0.2,-0.7,0.1
364,Paul Reed,C,22,PHI,37,282,18.4,0.519,0.098,0.159,16.9,17.1,17,7.5,5.1,4.1,10.2,15.6,,0.4,0.7,1,0.173,,-2.1,2.5,0.4,0.2
365,Admiral Schofield,SF,24,ORL,37,447,7.4,0.532,0.602,0.122,4,15.9,9.9,8.3,0.4,1,13.9,14.6,,-0.1,0.3,0.2,0.023,,-4.3,-1.2,-5.5,-0.4
366,Dennis Smith Jr.,PG,24,POR,37,638,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19,18.2,,-0.1,0.5,0.4,0.031,,-2.8,1.1,-1.7,0.1
367,Kemba Walker,PG,31,NYK,37,948,14,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,,1,0.8,1.8,0.092,,0.7,-0.3,0.4,0.6
368,Yuta Watanabe,SF,27,TOR,37,434,11.3,0.527,0.567,0.284,4.3,18.5,11,6.1,1.2,3.6,11.2,16.7,,0.1,0.5,0.7,0.073,,-2,-0.2,-2.2,0
369,Malcolm Brogdon,PG,29,IND,36,1206,18.1,0.557,0.343,0.308,3,14.2,8.5,27,1.2,1,11.1,24.6,,2.2,0.4,2.7,0.107,,2.8,-0.5,2.3,1.3
370,Justin Champagnie,SF,20,TOR,36,281,13.6,0.571,0.418,0.134,13.6,14.3,13.9,5.4,1.4,1.4,10.1,12,,0.5,0.3,0.8,0.138,,-1.3,-0.7,-2,0
371,Jarrett Culver,SG,22,MEM,36,307,9.5,0.44,0.345,0.244,4.4,11.5,7.9,13.8,3,1.4,12,20,,-0.3,0.5,0.2,0.029,,-5.2,0.9,-4.3,-0.2
372,Keon Johnson,SG,19,TOT,36,662,9,0.462,0.367,0.189,3.9,9.1,6.4,15.9,1.8,1.6,13.3,21.2,,-0.7,0.3,-0.3,-0.025,,-3.7,-2.1,-5.8,-0.6
373,Nathan Knight,PF,24,MIN,36,251,17.7,0.599,0.132,0.75,12.5,20.5,16.4,10.7,1.3,3.1,14.4,19.7,,0.5,0.3,0.8,0.161,,-1.3,0.2,-1,0.1
374,Saben Lee,PG,22,DET,36,572,14.2,0.495,0.347,0.341,2.9,13.7,8,25.8,3,1.9,12.7,17.1,,0.3,0.6,1,0.081,,-1.6,1.8,0.1,0.3
375,Killian Tillie,C,23,MEM,36,461,7.6,0.452,0.677,0.063,4.7,9,6.8,5.9,2.4,2.9,9.1,12.8,,-0.1,0.6,0.6,0.06,,-3.8,1.1,-2.7,-0.1
376,Lonzo Ball,PG,24,CHI,35,1212,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20,2.6,2.2,17.2,17.4,,0.8,1.4,2.2,0.088,,0.9,1.5,2.5,1.4
377,Bismack Biyombo,C,29,PHO,35,480,16.8,0.587,0,0.478,14,21.1,17.6,6.2,1.2,4.4,13,17.2,,0.7,0.9,1.6,0.162,,-1.9,0.4,-1.5,0.1
378,Enes Freedom,C,29,BOS,35,411,15,0.585,0.052,0.289,16.4,25.5,21.1,2.7,0.6,3.1,15.5,13.9,,0.6,0.7,1.4,0.16,,-1.2,-0.2,-1.4,0.1
379,Brandon Goodwin,PG,26,CLE,35,494,12.4,0.507,0.362,0.25,3.2,11.6,7.5,26.3,2.5,0.2,16.8,18.2,,0.2,0.7,0.8,0.078,,-2.3,1.2,-1.1,0.1
380,Elijah Hughes,SG-SF,23,TOT,35,414,5.7,0.432,0.667,0.051,1.6,13.5,7.4,7.6,1.5,1.4,9.6,16.4,,-0.5,0.2,-0.3,-0.035,,-4.9,-1.8,-6.7,-0.5
381,Isaiah Jackson,PF,20,IND,35,509,21.5,0.605,0.079,0.426,13,19.1,16,3.1,2.2,8.7,13.7,23.4,,0.7,0.7,1.4,0.134,,-1.1,0.1,-1.1,0.1
382,Robin Lopez,C,33,ORL,35,602,13.5,0.568,0.025,0.264,11.7,9.9,10.8,14.1,0.2,2.7,16.7,19,,0.4,0.3,0.7,0.059,,-2.5,-1.5,-4,-0.3
383,Leandro Bolmaro,SF,21,MIN,34,223,4.1,0.391,0.378,0.244,7,12.3,9.6,9.5,1.3,0,20.7,11.8,,-0.2,0.2,-0.1,-0.014,,-5.8,-0.5,-6.3,-0.2
384,Chris Chiozza,PG,26,GSW,34,372,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0,28,13.4,,-0.5,0.5,0,-0.004,,-5.8,-0.3,-6,-0.4
385,Ricky Rubio,PG,31,CLE,34,970,14,0.488,0.423,0.251,1.7,14.1,8,34.7,2.5,0.6,16.5,24.9,,-0.1,1.4,1.3,0.064,,-1,1.1,0.2,0.5
386,Marquese Chriss,PF,24,DAL,33,325,15.4,0.526,0.197,0.244,10.2,24,17.1,8.3,2,3.3,10.8,21.9,,0.2,0.6,0.8,0.114,,-3.5,0.4,-3.1,-0.1
387,Jake Layman,SF,27,MIN,33,214,7.6,0.466,0.486,0.2,2.9,13.8,8.3,5.7,1.3,2.3,11.6,16.8,,-0.2,0.2,0,-0.003,,-4.2,-0.6,-4.8,-0.2
388,Paul Millsap,PF,36,TOT,33,376,10.8,0.458,0.304,0.209,12.2,20.8,16.6,10.4,1.3,3.1,13.1,16.7,,0,0.5,0.5,0.061,,-3.7,0.3,-3.4,-0.1
389,Dillon Brooks,SF,26,MEM,32,885,15.5,0.515,0.283,0.202,3.4,8.8,6,15.4,1.9,0.8,8,28.8,,0.7,1,1.6,0.089,,-1,-0.7,-1.8,0
390,Day'Ron Sharpe,PF,20,BRK,32,391,20.7,0.593,0.047,0.275,23.1,21.5,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,0.152,,-0.3,-2.5,-2.8,-0.1
