Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
214,Alton Lister,C,37,MIL,7,88,7.4,0.506,0,0.222,9.6,31.2,20.2,6.3,0,2.6,28.8,7.2,,0,0.1,0.1,0.049,,-5.8,0.9,-4.9,-0.1
214,Alton Lister,C,37,BOS,57,647,9.9,0.539,0,0.646,10.1,33.9,21.7,3.2,0.5,4.2,26.3,11.1,,-0.1,0.9,0.8,0.061,,-4.9,0.8,-4.1,-0.3
215,Brad Lohaus,PF,31,TOT,55,598,10.6,0.556,0.697,0.029,1.4,10.6,6.1,11.2,0.9,2.1,10.1,15.1,,0.5,0.7,1.3,0.101,,-0.1,1,0.9,0.4
215,Brad Lohaus,PF,31,SAS,32,273,11,0.55,0.677,0.031,2.1,11,6.7,9.5,0.4,1.8,8.5,17.5,,0.3,0.3,0.5,0.096,,0,0.2,0.2,0.2
215,Brad Lohaus,PF,31,NYK,23,325,10.2,0.563,0.722,0.025,0.8,10.3,5.6,12.6,1.3,2.4,12.1,13,,0.3,0.4,0.7,0.104,,-0.2,1.6,1.5,0.3
216,Grant Long,PF,29,ATL,82,3008,16.2,0.546,0.103,0.402,9.4,22.1,15.5,9.7,1.9,0.9,13.7,17.1,,4.7,3.8,8.4,0.134,,0.6,0.2,0.7,2.1
217,Luc Longley,C,27,CHI,62,1641,11.9,0.515,0,0.205,7.4,15.2,11.3,10.6,0.7,3.9,17.2,17.8,,0.7,2.8,3.5,0.101,,-2.9,1.3,-1.6,0.2
218,George Lynch,SF,25,LAL,76,1012,11.4,0.474,0.048,0.294,9.6,14.3,12,7.2,2.4,0.7,11.5,15.4,,0.4,1.3,1.7,0.08,,-2.2,0.1,-2.1,0
219,Sam Mack,SF,25,HOU,31,868,13.1,0.545,0.47,0.16,2.4,10.2,6.4,14.3,1.3,0.7,8.4,17.4,,1.2,0.6,1.9,0.103,,-0.4,-1.2,-1.6,0.1
220,Don MacLean,SF,26,DEN,56,1107,15.7,0.493,0.09,0.362,6.5,15,10.7,14.7,1,0.3,9.7,28.3,,0.7,0.8,1.5,0.064,,0.2,-1.5,-1.3,0.2
221,Mark Macon,PG,26,DET,23,287,9.5,0.515,0.224,0.164,4.4,4.9,4.6,9.2,2.9,0,11.1,13.4,,0.2,0.4,0.5,0.092,,-3,2.2,-0.9,0.1
222,Rick Mahorn,C,37,NJN,50,450,7.5,0.421,0.008,0.385,7.4,19.8,13.4,5.7,1.6,2.2,17.4,16.8,,-0.5,0.6,0.1,0.011,,-6.1,0.5,-5.6,-0.4
223,Dan Majerle,SF,30,CLE,82,2367,15.1,0.53,0.553,0.226,3.9,13.4,8.6,15.9,2,1.3,10.2,19.5,,3,2.6,5.5,0.112,,1.7,0.2,1.9,2.3
224,Jeff Malone,SG,34,TOT,32,510,8.8,0.449,0.083,0.166,1.8,7.4,4.5,9,1.6,0,9.6,20.1,,-0.3,0.1,-0.2,-0.022,,-4.2,-1.3,-5.5,-0.4
224,Jeff Malone,SG,34,PHI,25,407,9,0.452,0.1,0.163,2.2,7,4.5,8.4,1.7,0,10,20.9,,-0.3,0,-0.3,-0.036,,-3.9,-2,-5.9,-0.4
224,Jeff Malone,SG,34,MIA,7,103,8,0.435,0,0.182,0,8.8,4.5,11.2,1.5,0,7.8,17,,0,0.1,0.1,0.034,,-5.1,1.5,-3.6,0
225,Karl Malone*,PF,32,UTA,82,3113,26,0.575,0.026,0.466,7.1,24.2,15.8,20.6,2.4,1.5,9.8,29.8,,9.9,5.3,15.1,0.233,,5.6,1.4,7,7.1
226,Danny Manning,PF,29,PHO,33,816,14.7,0.506,0.036,0.281,4.3,15.8,10.1,13.9,2.4,2.2,15,28,,-0.5,0.9,0.4,0.026,,-2.8,0.1,-2.6,-0.1
227,Rich Manning,PF,25,VAN,29,311,7.6,0.449,0.009,0.124,5.8,15.2,10.4,4.2,0.5,1.5,12.5,20,,-0.4,0.2,-0.2,-0.035,,-6,-2,-8,-0.5
228,Šar?nas Mar?iulionis*,SG,31,SAC,53,1039,16.7,0.599,0.404,0.514,2.2,6.4,4.3,19.5,2.6,0.3,16.8,24.2,,1.9,0.7,2.6,0.12,,1.6,-0.3,1.3,0.9
229,Donny Marshall,SF,23,CLE,34,208,10.5,0.462,0.441,0.515,5.7,11.1,8.3,5.8,2.2,0.9,7.7,22,,0,0.2,0.2,0.051,,-3.9,-1.3,-5.2,-0.2
230,Donyell Marshall,SF,22,GSW,62,934,12.7,0.488,0.299,0.264,7.9,18.4,13.1,8.2,1.2,2.4,12,18.6,,0.5,0.8,1.3,0.065,,-0.9,-0.8,-1.7,0.1
231,Cuonzo Martin,SG,24,VAN,4,19,20.6,0.765,0.6,0.4,6,6.4,6.2,19.5,2.8,0,14.5,16.5,,0.1,0,0.1,0.17,,7.3,1.8,9.2,0.1
232,Darrick Martin,PG,24,TOT,59,1149,11.7,0.5,0.191,0.331,1.6,6.9,4.2,31.1,2.4,0.2,20.5,20.3,,-0.2,0.7,0.5,0.023,,-2.3,-0.9,-3.1,-0.3
232,Darrick Martin,PG,24,VAN,24,402,14.3,0.532,0.168,0.351,3.7,7.6,5.5,27.6,3.5,0.2,19.7,21.4,,0.1,0.4,0.5,0.059,,-1.9,0.6,-1.4,0.1
232,Darrick Martin,PG,24,MIN,35,747,10.3,0.482,0.203,0.32,0.5,6.6,3.5,32.9,1.8,0.2,21,19.8,,-0.2,0.3,0.1,0.003,,-2.4,-1.6,-4.1,-0.4
233,Jamal Mashburn,SF,23,DAL,18,669,14.4,0.478,0.266,0.347,5.3,10.3,7.6,13.2,1.1,0.3,11.1,30.9,,0,0.2,0.2,0.014,,1,-2.5,-1.5,0.1
234,Anthony Mason,SF,29,NYK,82,3457,15.8,0.61,0,0.519,7.8,18.1,13.1,16.7,1.1,0.8,17.7,16.1,,6.3,5,11.3,0.157,,1,0.9,1.9,3.4
235,Tony Massenburg,PF,28,TOT,54,1463,13,0.538,0.007,0.363,10,18.3,14.1,3.4,1,1,12.7,17.4,,1.2,0.6,1.7,0.057,,-1.9,-2.1,-4,-0.7
235,Tony Massenburg,PF,28,TOR,24,659,12.9,0.541,0,0.332,9.4,20.7,15,4.4,1,1,13.5,17.4,,0.5,0.3,0.8,0.057,,-1.9,-1.7,-3.6,-0.3
235,Tony Massenburg,PF,28,PHI,30,804,13.1,0.535,0.013,0.39,10.5,16.4,13.4,2.6,1,1,12.1,17.5,,0.7,0.2,0.9,0.056,,-1.9,-2.4,-4.3,-0.5
236,Vernon Maxwell,PG,30,PHI,75,2467,13.9,0.508,0.437,0.316,1.8,9.1,5.4,24.7,2,0.4,15.2,25.6,,0.4,0.5,0.9,0.018,,0,-1.7,-1.7,0.2
237,Lee Mayberry,PG,25,MIL,82,1705,11.2,0.536,0.519,0.187,1.5,5.1,3.2,26.1,2,0.5,18.4,13,,1.7,0.5,2.1,0.06,,-0.4,-0.5,-0.9,0.5
238,Bob McCann,PF,31,WSB,62,653,9.1,0.507,0.013,0.484,8.5,17.1,12.9,5.3,1.6,1.6,18.5,15.6,,-0.2,0.8,0.6,0.044,,-4.7,0.2,-4.5,-0.4
239,George McCloud,SF,28,DAL,79,2846,15.9,0.543,0.529,0.175,3.9,10.6,7,12.5,2,0.9,10.7,22.6,,4.2,1.6,5.8,0.098,,1.9,-0.6,1.4,2.4
240,Clint McDaniel,SG,23,SAC,12,71,15.6,0.499,0.261,0.696,4.9,11.5,8.2,15.4,3.6,0,6.2,19.8,,0.1,0.1,0.2,0.151,,-0.5,2.2,1.7,0.1
241,Antonio McDyess,PF,21,DEN,76,2280,15.6,0.516,0.005,0.276,11.6,17.4,14.5,5.8,1.2,3.6,13.5,22.4,,0.9,2.7,3.6,0.075,,-1.4,-0.5,-1.9,0
242,Jim McIlvaine,C,23,WSB,80,1195,9.7,0.476,0,0.724,6.6,15.8,11.3,1.2,0.9,9.9,15.8,8.5,,-0.1,1.9,1.8,0.074,,-3.9,3.1,-0.8,0.4
243,Derrick McKey,SF,29,IND,75,2440,14.2,0.543,0.096,0.31,6.5,11.8,9.2,17.5,1.8,1.4,15,17.9,,3.1,2.6,5.7,0.112,,0.7,1.2,1.9,2.4
244,Aaron McKie,SG,23,POR,81,2259,13.4,0.534,0.162,0.276,4.4,10.9,7.7,14.6,2.1,0.7,14.3,18.3,,2.1,3.2,5.3,0.113,,-1.3,1.7,0.4,1.4
245,Nate McMillan,PG,31,SEA,55,1261,12.9,0.537,0.508,0.172,4,15.1,9.8,22.5,3.9,1.1,22.7,11.7,,1,2.7,3.7,0.141,,-0.4,4.2,3.7,1.8
246,Loren Meyer,C,23,DAL,72,1266,9.4,0.484,0.033,0.309,8.7,18.6,13.2,6.7,0.8,1.8,15.2,14.5,,0.2,0.8,1.1,0.041,,-5.2,-0.7,-5.9,-1.3
247,Anthony Miller,PF,24,LAL,27,123,7.8,0.457,0.057,0.286,10.6,13,11.8,4.7,1.7,0.6,16.9,17.3,,-0.1,0.1,0,0.014,,-5.2,-1.4,-6.6,-0.1
248,Oliver Miller,PF,25,TOR,76,2516,16.2,0.55,0.014,0.278,8.3,18.3,13.3,14.2,2.2,4.3,18.5,19.2,,1.3,2.4,3.8,0.072,,-0.9,0.9,0,1.2
249,Reggie Miller*,SG,30,IND,76,2621,20.1,0.625,0.385,0.467,1.9,8.1,5.1,17.2,1.6,0.4,12.8,25.8,,8.3,2,10.3,0.188,,5.1,-0.4,4.7,4.5
250,Chris Mills,SF,26,CLE,80,3060,15.2,0.554,0.216,0.271,4.8,14.6,9.6,11.2,1.4,1.5,10,19.9,,4.7,3.1,7.8,0.122,,0.1,-0.2,-0.1,1.5
251,Terry Mills,PF,28,DET,82,1656,15.2,0.517,0.307,0.233,8.2,17.2,12.9,11,1.4,1,11.6,24.3,,1.3,2.4,3.7,0.106,,0.3,-0.3,0,0.8
252,Harold Miner,SG,24,CLE,19,136,7.6,0.528,0.192,0.25,3.8,8,5.9,11.2,0,0,19.5,26.6,,-0.1,0,-0.1,-0.029,,-5.8,-3.3,-9.1,-0.2
253,Greg Minor,SG,24,BOS,78,1761,14,0.535,0.042,0.203,5.8,10.7,8.2,13.5,1,0.4,10.1,18.9,,2.3,0.7,3,0.082,,-0.3,-1.3,-1.6,0.2
254,Sam Mitchell,SF,32,MIN,78,2145,13,0.566,0.029,0.471,6,12.9,9.5,5.7,1.2,0.9,10.4,17.2,,3.1,1.1,4.3,0.095,,-1.2,-1,-2.2,-0.1
255,Eric Mobley,C,25,TOT,39,676,9.4,0.533,0.014,0.63,9.1,15.5,12.2,5.6,1.1,2.7,22.1,15.3,,-0.4,0.6,0.2,0.015,,-4.7,-0.4,-5.1,-0.5
255,Eric Mobley,C,25,MIL,5,65,3.9,0.342,0,0.571,5.6,17.3,11.3,0,0.8,1.2,10.2,6.9,,0,0,0,-0.01,,-4.8,-1.1,-6,-0.1
255,Eric Mobley,C,25,VAN,34,611,10,0.543,0.015,0.634,9.5,15.3,12.3,6.2,1.1,2.8,22.6,16.2,,-0.4,0.6,0.2,0.017,,-4.7,-0.3,-5,-0.5
256,Eric Montross,C,24,BOS,61,1432,10.6,0.546,0,0.384,9.1,18.7,13.8,4.6,0.7,1.4,17,14.7,,0.3,1,1.3,0.044,,-2.9,-1.1,-4,-0.7
257,Tracy Moore,SG,30,HOU,8,190,12.4,0.539,0.395,0.25,6.1,7,6.6,5.1,0.5,0,8.7,21.9,,0.2,0.1,0.3,0.076,,-0.6,-3.8,-4.4,-0.1
258,Chris Morris,SG,30,UTA,66,1424,15.8,0.522,0.325,0.21,8.8,10.8,9.9,8.9,2.4,1.2,9.7,23.6,,1.7,1.7,3.3,0.112,,1.3,-0.5,0.8,1
259,Lawrence Moten,SG,23,VAN,44,573,15.7,0.52,0.223,0.304,7.1,5.3,6.2,17.4,2.7,1.1,13.6,25.8,,0.1,0.4,0.6,0.047,,0.9,-0.3,0.6,0.4
260,Alonzo Mourning*,C,25,MIA,70,2671,22.7,0.584,0.028,0.662,9.7,21.7,15.9,11.4,1.4,5.5,15.9,28.1,,4.4,5.5,9.9,0.178,,2.2,2,4.2,4.2
261,Chris Mullin*,SF,32,GSW,55,1617,16.7,0.602,0.278,0.297,3.1,8.3,5.7,19.8,2.4,1.4,16.7,19.7,,2.9,1.1,4,0.117,,1.9,0.2,2.1,1.7
262,Todd Mundt,C,25,TOT,33,151,7,0.416,0,0.195,8.2,13.8,10.9,3,0.7,2.5,6.3,14,,0,0.1,0.1,0.035,,-5.6,-1.5,-7.1,-0.2
262,Todd Mundt,C,25,ATL,24,118,8,0.436,0,0.25,9.6,15.7,12.5,2.6,0.5,2.6,7.8,14.7,,0,0.1,0.1,0.049,,-5.1,-1.6,-6.6,-0.1
262,Todd Mundt,C,25,BOS,9,33,3.7,0.333,0,0,3.3,7,5.1,4.3,1.5,2.1,0,11.7,,0,0,0,-0.016,,-7.3,-1.2,-8.5,-0.1
263,Eric Murdock,PG,27,TOT,73,1673,16.2,0.498,0.247,0.244,1.8,10.4,5.9,35.1,4.3,0.4,16.9,21.3,,0.4,2.2,2.5,0.073,,-0.7,1.9,1.2,1.3
263,Eric Murdock,PG,27,MIL,9,193,10.4,0.435,0.348,0.182,3.1,5.8,4.4,28.1,1.7,0,14.4,19.7,,0,0,0,0,,-1.8,-1.1,-2.8,0
263,Eric Murdock,PG,27,VAN,64,1480,16.9,0.505,0.234,0.251,1.6,11,6.1,36,4.6,0.5,17.2,21.6,,0.4,2.1,2.5,0.082,,-0.5,2.3,1.8,1.4
264,Gheorghe Mure?an,C,24,WSB,76,2242,21,0.6,0.001,0.348,13.3,24.7,19.1,4.2,1.2,5.5,13.4,21.2,,4.3,3.8,8,0.172,,0.9,0.8,1.6,2.1
265,Lamond Murray,SF,22,LAC,77,1816,11.1,0.513,0.202,0.23,5.8,10.6,8.1,7.1,1.7,1,14.6,18.2,,0.3,0.9,1.2,0.032,,-1.4,-1,-2.4,-0.2
266,Tracy Murray,SF,24,TOR,82,2458,16.8,0.557,0.328,0.201,5.5,11.6,8.5,9.3,1.8,1.2,10,23.7,,4,0.9,4.9,0.096,,2,-1.8,0.1,1.3
267,Dikembe Mutombo*,C,29,DEN,74,2713,17.1,0.562,0.002,0.622,10.6,26.6,18.6,6.1,0.7,8.8,17.1,14.4,,2.6,5,7.6,0.134,,-0.7,2.8,2.1,2.8
268,Pete Myers,SG,32,TOT,71,1092,8.4,0.459,0.235,0.494,3.8,11.4,7.6,20.1,1.6,1.2,21.2,15.9,,-0.5,1.1,0.6,0.026,,-3.4,0.5,-2.8,-0.2
268,Pete Myers,SG,32,MIA,39,639,8.9,0.476,0.263,0.475,3.9,9.3,6.7,23.8,1.2,1.3,22.5,17.7,,-0.3,0.7,0.5,0.035,,-2.9,0.2,-2.7,-0.1
268,Pete Myers,SG,32,CHH,32,453,7.8,0.429,0.184,0.529,3.7,14.5,9,14.8,2.3,1,18.9,13.2,,-0.2,0.3,0.1,0.013,,-4.1,1,-3.1,-0.1
269,Howard Nathan,PG,24,ATL,5,15,11.3,0.604,0.111,0.444,0,0,0,31.5,10.7,0,42.6,56.2,,-0.2,0,-0.1,-0.37,,-11.7,-0.5,-12.2,0
270,Johnny Newman,SG,32,MIL,82,2690,11.5,0.592,0.25,0.357,3,6.2,4.6,8.8,1.8,0.4,12.6,14.6,,3.7,0.7,4.4,0.079,,-1.2,-0.1,-1.4,0.4
271,Ken Norman,SF,31,ATL,34,770,13.4,0.517,0.308,0.176,5.9,14.7,10.1,13.8,1,1.6,13.5,19.9,,0.5,0.6,1.1,0.069,,0,-1.1,-1,0.2
272,Ed O'Bannon,SG,23,NJN,64,1253,9.2,0.446,0.14,0.27,5.6,9.3,7.4,8.4,1.9,0.7,12.2,17.8,,-0.5,1.1,0.7,0.026,,-3.4,0,-3.4,-0.4
273,Shaquille O'Neal*,C,23,ORL,54,1946,26.4,0.57,0.002,0.495,11.1,24.2,17.8,15.9,0.9,4.4,11,32.8,,3.9,3,6.9,0.171,,3.5,0.2,3.7,2.8
274,Dan O'Sullivan,C,27,TOR,5,139,8.4,0.428,0.029,0.229,11.1,16.4,13.7,2.1,0.7,2.2,11.5,13.8,,0,0,0,0.008,,-4.5,-3.6,-8.1,-0.2
275,Charles Oakley,PF,32,NYK,53,1775,15.1,0.559,0.058,0.469,11.1,19.3,15.3,12.1,1.7,0.6,16.1,16.9,,2.6,3,5.6,0.15,,-0.1,1,0.9,1.3
276,Hakeem Olajuwon*,C,33,HOU,72,2797,25.5,0.558,0.009,0.367,7.3,24,15.9,18.3,2.1,5.3,12.5,31.9,,4.5,5.2,9.7,0.166,,2.8,2,4.9,4.9
277,Greg Ostertag,C,22,UTA,57,661,13.2,0.505,0,0.297,10.9,21.3,16.2,1.1,0.4,7.9,10.8,16,,0.4,1.1,1.4,0.104,,-2.6,0.5,-2.1,0
278,Bo Outlaw,PF,24,LAC,80,985,15.6,0.556,0.016,0.871,10.4,14,12.2,7.4,2.3,6.9,14.9,13.7,,1,1.2,2.3,0.111,,-0.8,2.4,1.6,0.9
279,Doug Overton,PG,26,DEN,55,607,9.9,0.45,0.146,0.309,1.5,10.5,6,27,1.1,0.6,16.5,17.8,,-0.1,0.4,0.2,0.02,,-2.5,-0.8,-3.3,-0.2
280,Billy Owens,SF,26,TOT,62,1982,14.2,0.517,0.027,0.367,8.5,15.5,12.1,17.8,1.3,1.5,17.3,21.5,,0.7,2.5,3.2,0.077,,-0.2,0.5,0.3,1.2
280,Billy Owens,SF,26,MIA,40,1388,14.8,0.536,0.013,0.374,8.1,15.7,12,17.2,1.1,1.2,17,21.7,,0.8,2,2.7,0.095,,0.2,0.6,0.8,1
280,Billy Owens,SF,26,SAC,22,594,12.8,0.472,0.06,0.35,9.5,14.9,12.2,19.3,1.6,2,18.1,20.8,,-0.1,0.6,0.4,0.035,,-1,0.1,-0.9,0.2
281,Robert Pack,PG,26,WSB,31,1084,19.3,0.534,0.221,0.41,3.2,11,7.2,35.3,2.9,0.1,17.9,26.3,,1.5,1.2,2.7,0.121,,2.4,-0.4,2,1.1
282,Robert Parish*,C,42,CHH,74,1086,13,0.533,0,0.295,9.7,24.4,16.9,4,1,3.7,15.5,13.4,,0.7,1,1.7,0.074,,-1,-0.1,-1.1,0.2
283,Cherokee Parks,C,23,DAL,64,869,10.9,0.456,0.105,0.251,7.3,19.9,13,5,1.4,2.6,10.2,14.6,,0.1,0.8,0.9,0.05,,-3.8,-0.2,-3.9,-0.4
284,Gary Payton*,PG,27,SEA,81,3162,19.6,0.554,0.234,0.24,4.1,8.4,6.3,33.3,3.7,0.5,15.6,23.6,,5.9,5.6,11.5,0.174,,2.8,1.8,4.6,5.2
285,Anthony Peeler,SG,26,LAL,73,1608,14.1,0.555,0.422,0.143,3.3,6.5,5,11.3,1.9,0.4,8,19.4,,2.5,1.2,3.7,0.11,,0.7,-0.6,0.1,0.9
286,Mike Peplowski,C,25,TOT,7,17,9.8,0.554,0,0.6,7.1,22,14.4,11.3,3.1,9.1,24,22.4,,0,0,0,0.036,,-12.4,4.9,-7.4,0
286,Mike Peplowski,C,25,WSB,2,5,-12.5,,,,0,0,0,0,0,0,,0,,0,0,0,0.01,,-18,-0.3,-18.3,0
286,Mike Peplowski,C,25,MIL,5,12,19.2,0.554,0,0.6,10,31.2,20.4,16.1,4.4,12.8,24,31.7,,0,0,0,0.048,,-10,7.1,-2.9,0
287,Will Perdue,C,30,SAS,80,1396,13.7,0.535,0.003,0.378,14.5,23.8,19.3,3.5,1,3.8,18.2,15.2,,0.7,2.7,3.4,0.118,,-2.3,0.6,-1.7,0.1
288,Sam Perkins,PF,34,SEA,82,2169,15.4,0.537,0.455,0.302,5.8,13.8,10,8.9,2,1.8,8.3,20.3,,3.4,3.5,6.9,0.153,,1.7,0.4,2,2.2
289,Elliot Perry,PG,26,PHO,81,1668,16.2,0.549,0.107,0.353,2.4,7,4.7,33.3,2.7,0.2,18.7,20.8,,1.9,1.1,3.1,0.088,,0.5,-0.6,-0.2,0.8
290,Tim Perry,PF,30,TOT,30,254,12,0.515,0.123,0.138,9,12.1,10.5,5.3,0.8,3.9,12.7,13.7,,0.1,0.2,0.3,0.062,,-0.8,-0.1,-1,0.1
290,Tim Perry,PF,30,PHI,8,87,9.1,0.492,0.056,0.167,7.8,9.5,8.6,3.7,1.2,2.5,13.4,11.5,,0,0,0,0.015,,-2.1,-0.9,-3,0
290,Tim Perry,PF,30,NJN,22,167,13.5,0.524,0.149,0.128,9.7,13.5,11.5,6.1,0.6,4.6,12.4,14.8,,0.1,0.2,0.3,0.087,,-0.2,0.3,0.1,0.1
291,Chuck Person,SF,31,SAS,80,2131,13.6,0.581,0.657,0.148,4.1,16.9,10.8,7.2,1.2,0.9,10.8,17.8,,2.4,3.1,5.5,0.125,,1.3,0.2,1.5,1.9
292,Wesley Person,SG,24,PHO,82,2609,12.6,0.543,0.357,0.219,2.5,11.6,7.1,8.2,1.1,0.6,8.5,17.9,,2.9,1.2,4,0.074,,0.1,-1.2,-1.2,0.6
293,Bobby Phills,SG,26,CLE,72,2530,16.8,0.564,0.255,0.291,3.2,10.7,6.9,19.7,2.4,0.9,11.9,21.1,,4.5,2.7,7.1,0.136,,1.1,0.6,1.7,2.3
294,Eric Piatkowski,SG,25,LAC,65,784,12.2,0.541,0.471,0.339,6,9.8,7.9,9.2,1.6,1,13.9,18.4,,0.8,0.4,1.2,0.071,,-0.3,-0.9,-1.2,0.2
295,Ricky Pierce,SG,36,IND,76,1404,14.8,0.542,0.176,0.347,3.7,8.3,6,12.7,2.2,0.3,12,25.3,,1.8,1.3,3.1,0.107,,-0.7,0.1,-0.6,0.5
296,Ed Pinckney,PF,32,TOT,74,1710,14.3,0.578,0.009,0.534,12.8,18.8,15.8,6.4,1.9,1.2,15.7,12.7,,2.6,1.1,3.7,0.105,,-0.5,-0.6,-1.1,0.4
296,Ed Pinckney,PF,32,TOR,47,1031,14.6,0.57,0.013,0.532,13.2,19.4,16.3,7.3,1.5,1.3,15.8,14.6,,1.6,0.6,2.2,0.101,,-0.3,-1,-1.3,0.2
296,Ed Pinckney,PF,32,PHI,27,679,13.9,0.594,0,0.539,12.3,17.8,15,5.2,2.5,1.2,15.4,9.8,,1,0.5,1.6,0.11,,-0.8,-0.1,-0.9,0.2
297,Scottie Pippen*,SF,30,CHI,77,2825,21,0.551,0.33,0.266,6.3,14.2,10.2,25.2,2.5,1.5,13.2,24.4,,7,5.3,12.3,0.209,,4.6,1.7,6.3,5.9
298,Olden Polynice,C,31,SAC,81,2441,15.8,0.543,0.004,0.248,12.1,24.1,18.1,4.1,1.1,2,12.3,18.6,,2.5,2.8,5.3,0.105,,-0.4,-1.3,-1.7,0.2
299,Terry Porter,PG,32,MIN,82,2072,15.4,0.552,0.372,0.344,2.1,10.2,6.1,35.1,2.2,0.6,19.8,18.7,,2.3,1.3,3.7,0.085,,1.1,-0.7,0.4,1.2
300,Brent Price,PG,27,WSB,81,2042,17.5,0.655,0.564,0.358,2.2,10.7,6.6,29.7,2,0.1,19.8,16.9,,5.6,1.8,7.4,0.174,,3,0.1,3,2.6
301,Mark Price,PG,31,WSB,7,127,10.3,0.435,0.5,0.167,0.9,5.5,3.2,21.3,2.4,0,13.4,26.2,,-0.1,0.1,0,-0.011,,-1.4,-1.1,-2.5,0
302,Kevin Pritchard,PG,28,WSB,2,22,25.6,0.81,0.333,1,0,10.5,5.3,44.3,4.7,0,0,8.8,,0.1,0,0.2,0.384,,5.7,6.3,11.9,0.1
303,Dino Radja*,PF,28,BOS,53,1984,18,0.536,0,0.323,6.2,23.7,14.7,7.2,1.2,2.9,10.7,23.6,,1.8,2.2,4,0.096,,0.2,-0.5,-0.3,0.9
304,Theo Ratliff,C,22,DET,75,1305,14,0.603,0.004,0.522,10.6,16.7,13.8,1.6,0.7,7.1,16.5,12.4,,1.6,2.2,3.8,0.141,,-1.4,2,0.6,0.9
305,Eldridge Recasner,SG,28,HOU,63,1275,12.3,0.562,0.532,0.184,2.8,9.8,6.4,20.2,0.9,0.3,13.6,15.8,,1.9,0.8,2.6,0.099,,0.2,-0.9,-0.7,0.4
306,Bryant Reeves,C,22,VAN,77,2460,13.4,0.506,0.003,0.341,8.2,19.4,13.6,8.3,0.9,1.7,13.5,21.6,,0,2.3,2.3,0.045,,-2.4,-1.2,-3.7,-1
307,Khalid Reeves,PG,23,TOT,51,833,11.1,0.53,0.401,0.361,2.5,8.6,5.5,22.1,2.3,0.3,19.3,17.4,,0.5,0.6,1.1,0.064,,-2.8,0,-2.9,-0.2
307,Khalid Reeves,PG,23,CHH,20,418,15.1,0.577,0.305,0.432,3.1,8.6,5.8,26.4,2,0.2,17.6,18.4,,0.8,0.2,1,0.111,,0,-0.6,-0.6,0.1
307,Khalid Reeves,PG,23,NJN,31,415,7.2,0.477,0.505,0.284,1.8,8.7,5.2,17.7,2.7,0.4,21.2,16.4,,-0.3,0.5,0.1,0.017,,-5.7,0.6,-5.1,-0.3
308,Don Reid,PF,22,DET,69,997,12.1,0.595,0,0.412,9.8,14.6,12.3,1.8,2.6,3.2,15.7,12.5,,1.1,1.8,2.9,0.141,,-3.3,2.6,-0.6,0.3
309,J.R. Reid,PF,27,TOT,65,1313,10.6,0.552,0.003,0.438,6.6,15.4,11.2,5,1.7,1,17,16.2,,0.5,2,2.5,0.091,,-3.9,0.6,-3.2,-0.4
309,J.R. Reid,PF,27,SAS,32,643,8.6,0.514,0.006,0.53,6.3,14.7,10.7,3.2,2,1.1,19.5,17.6,,-0.4,1,0.6,0.048,,-5.3,0.8,-4.6,-0.4
309,J.R. Reid,PF,27,NYK,33,670,12.6,0.594,0,0.344,6.9,16.2,11.7,6.7,1.4,0.8,14,14.9,,0.9,1,1.8,0.133,,-2.4,0.5,-1.9,0
310,Terrence Rencher,PG,22,TOT,36,405,6.5,0.441,0.29,0.46,2.7,9.8,6.3,20.4,2.1,0.4,26.3,18.3,,-0.7,0.5,-0.2,-0.021,,-4.5,0.5,-4,-0.2
310,Terrence Rencher,PG,22,MIA,34,397,6.5,0.437,0.293,0.434,2.7,9.5,6.2,20.8,2.1,0.2,25.8,18.2,,-0.7,0.5,-0.1,-0.016,,-4.4,0.5,-3.9,-0.2
310,Terrence Rencher,PG,22,PHO,2,8,4.4,0.647,0,3,0,28.5,14.5,0,0,9.3,46.3,24,,0,0,0,-0.225,,-6,0.4,-5.6,0
311,Shawn Respert,SG,23,MIL,62,845,10.8,0.488,0.418,0.144,4,6.8,5.4,12.7,2,0.4,11.9,19.1,,0.2,0.3,0.5,0.027,,-1,-0.9,-1.9,0
312,Jerry Reynolds,SF,33,MIL,19,191,11.2,0.45,0.189,0.396,8.2,13.1,10.6,9.5,4.2,2.4,20.4,18.7,,-0.3,0.2,0,-0.002,,-2.3,2.7,0.4,0.1
313,Glen Rice,SF,28,CHH,79,3142,17.8,0.584,0.311,0.294,3.3,11.5,7.3,12.6,1.5,0.5,10,23.4,,7.2,1.2,8.3,0.127,,2.6,-1.2,1.4,2.7
314,Pooh Richardson,PG,29,LAC,63,2013,14.5,0.517,0.369,0.158,2.1,7.5,4.7,25.9,2,0.5,11.8,17.8,,3,0.8,3.8,0.091,,0.9,-0.9,0,1
315,Mitch Richmond*,SG,30,SAC,81,2946,19.2,0.591,0.376,0.359,2.1,8.5,5.3,15.9,2.2,0.5,12.2,26.9,,7.2,2.1,9.3,0.151,,3.9,-0.4,3.5,4.1
316,Isaiah Rider,SG,24,MIN,75,2594,15.6,0.55,0.228,0.245,4.6,9.7,7.1,15.3,0.9,0.7,13.1,26.3,,2.6,0.8,3.4,0.063,,1.3,-2.2,-0.9,0.7
